T1        	/home/sam/phinet/data/test/preprocess/T1/1327_1a_MR_T1.nii.gzConfidences:  0.01, 99.97,  0.02
T1        	/home/sam/phinet/data/test/preprocess/T1/06-4014_2015-09-30_MR_MPRAGE.nii.gzConfidences:  2.22, 96.05,  1.74
T1        	/home/sam/phinet/data/test/preprocess/T1/1153_1a_MR_T1.nii.gzConfidences:  0.00, 99.98,  0.02
T1        	/home/sam/phinet/data/test/preprocess/T1/06-4115_2015-05-13_MR_MPRAGE.nii.gzConfidences: 25.38, 60.90, 13.72
T2        	/home/sam/phinet/data/test/preprocess/T2/2109_01_T2.nii.gzConfidences:  0.03, 11.75, 88.21
T1        	/home/sam/phinet/data/test/preprocess/T1/1259_1a_MR_T1.nii.gzConfidences:  0.00, 99.82,  0.18
T1        	/home/sam/phinet/data/test/preprocess/T1/1440_1a_MR_T1.nii.gzConfidences:  0.01, 99.85,  0.14
T2        	/home/sam/phinet/data/test/preprocess/T2/2090_01_T2.nii.gzConfidences:  0.00,  0.53, 99.46
T2        	/home/sam/phinet/data/test/preprocess/T2/2051_01_T2.nii.gzConfidences:  0.00,  2.23, 97.77
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2107_2014-01-13_MR_MPRAGE.nii.gzConfidences:  0.78, 90.06,  9.16
T2        	/home/sam/phinet/data/test/preprocess/T2/1547_03.nii.gzConfidences:  0.05,  3.04, 96.91
T1        	/home/sam/phinet/data/test/preprocess/T1/1081_1a_MR_T1.nii.gzConfidences:  0.01, 99.98,  0.02
T2        	/home/sam/phinet/data/test/preprocess/T2/1557_01.nii.gzConfidences:  0.79,  2.92, 96.29
T1        	/home/sam/phinet/data/test/preprocess/T1/1509_02_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.04, 99.47,  0.50
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3808_2015-08-08_MR_MPRAGE.nii.gzConfidences:  1.67, 96.78,  1.55
T1        	/home/sam/phinet/data/test/preprocess/T1/1087_90d_MR_T1.nii.gzConfidences:  0.03, 99.63,  0.34
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2310_2014-05-10_MR_MPRAGE.nii.gzConfidences:  0.06, 98.32,  1.61
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2402_2014-01-09_MR_T2.nii.gzConfidences:  0.10,  0.08, 99.81
T2        	/home/sam/phinet/data/test/preprocess/T2/1557_02.nii.gzConfidences:  0.85,  1.07, 98.08
T1        	/home/sam/phinet/data/test/preprocess/T1/1168_30d_MR_T1.nii.gzConfidences:  0.03, 99.56,  0.42
T1        	/home/sam/phinet/data/test/preprocess/T1/1175_2a_MR_T1.nii.gzConfidences:  0.03, 99.94,  0.03
T2        	/home/sam/phinet/data/test/preprocess/T2/2053_01_T2.nii.gzConfidences:  0.03,  0.94, 99.03
T2        	/home/sam/phinet/data/test/preprocess/T2/1550_01.nii.gzConfidences:  0.32,  5.16, 94.52
T2        	/home/sam/phinet/data/test/preprocess/T2/1584_01.nii.gzConfidences:  0.04,  2.87, 97.10
T1        	/home/sam/phinet/data/test/preprocess/T1/1488_1a_MR_T1.nii.gzConfidences:  0.01, 99.94,  0.05
T2        	/home/sam/phinet/data/test/preprocess/T2/1574_01.nii.gzConfidences:  0.13,  3.07, 96.80
T1        	/home/sam/phinet/data/test/preprocess/T1/1515_03_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.03, 99.61,  0.36
T2        	/home/sam/phinet/data/test/preprocess/T2/2075_01_T2.nii.gzConfidences:  0.01,  2.77, 97.21
T1        	/home/sam/phinet/data/test/preprocess/T1/1398_90d_MR_T1.nii.gzConfidences:  0.02, 99.88,  0.10
T1        	/home/sam/phinet/data/test/preprocess/T1/1509_01_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.13, 98.60,  1.27
T2        	/home/sam/phinet/data/test/preprocess/T2/1515_03.nii.gzConfidences:  0.09,  0.91, 98.99
T2        	/home/sam/phinet/data/test/preprocess/T2/06-4115_2015-05-13_MR_T2_reg.nii.gzConfidences:  0.20,  1.61, 98.19
T2        	/home/sam/phinet/data/test/preprocess/T2/1569_01.nii.gzConfidences:  0.19,  0.60, 99.21
T1        	/home/sam/phinet/data/test/preprocess/T1/1535_03_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.07, 99.50,  0.42
T2        	/home/sam/phinet/data/test/preprocess/T2/2086_01_T2.nii.gzConfidences:  0.16,  0.14, 99.70
T2        	/home/sam/phinet/data/test/preprocess/T2/06-3784_2014-03-29_MR_T2_reg.nii.gzConfidences:  0.26,  3.12, 96.62
T1        	/home/sam/phinet/data/test/preprocess/T1/1524_90_MR_T1.nii.gzConfidences:  0.01, 99.98,  0.01
T2        	/home/sam/phinet/data/test/preprocess/T2/2077_01_T2.nii.gzConfidences:  0.01,  0.63, 99.36
T1        	/home/sam/phinet/data/test/preprocess/T1/1423_1a_MR_T1.nii.gzConfidences:  0.00, 99.95,  0.05
T1        	/home/sam/phinet/data/test/preprocess/T1/1283_2a_MR_T1.nii.gzConfidences:  0.04, 98.79,  1.17
T1        	/home/sam/phinet/data/test/preprocess/T1/1477_90d_MR_T1.nii.gzConfidences:  0.05, 99.01,  0.94
T1        	/home/sam/phinet/data/test/preprocess/T1/1126_1a_MR_T1.nii.gzConfidences:  0.01, 99.95,  0.04
T1        	/home/sam/phinet/data/test/preprocess/T1/1157_30d_MR_T1.nii.gzConfidences:  0.01, 99.99,  0.00
T2        	/home/sam/phinet/data/test/preprocess/T2/1592_30d_MR_0004_3DT2SPACET2_SPC_SAG_P2_ISO_reg.nii.gzConfidences:  0.28,  1.35, 98.37
T1        	/home/sam/phinet/data/test/preprocess/T1/1128_1a_MR_T1.nii.gzConfidences:  0.01, 99.85,  0.14
T2        	/home/sam/phinet/data/test/preprocess/T2/1549_01.nii.gzConfidences:  0.20,  2.94, 96.86
T2        	/home/sam/phinet/data/test/preprocess/T2/1587_01.nii.gzConfidences:  0.30, 10.70, 89.00
T2        	/home/sam/phinet/data/test/preprocess/T2/2056_01_T2.nii.gzConfidences:  0.03,  2.42, 97.55
T1        	/home/sam/phinet/data/test/preprocess/T1/1373_30d_MR_T1.nii.gzConfidences:  0.01, 99.99,  0.01
T1        	/home/sam/phinet/data/test/preprocess/T1/1415_1a_MR_T1.nii.gzConfidences:  0.01, 99.86,  0.13
T1        	/home/sam/phinet/data/test/preprocess/T1/1398_2a_MR_T1.nii.gzConfidences:  0.05, 99.91,  0.04
T1        	/home/sam/phinet/data/test/preprocess/T1/1090_1a_MR_T1.nii.gzConfidences:  0.00, 99.98,  0.01
T2        	/home/sam/phinet/data/test/preprocess/T2/1575_02.nii.gzConfidences:  1.59,  6.48, 91.94
T2        	/home/sam/phinet/data/test/preprocess/T2/1553_02.nii.gzConfidences:  0.08,  4.24, 95.68
T2        	/home/sam/phinet/data/test/preprocess/T2/1573_02.nii.gzConfidences:  0.33,  2.47, 97.20
T2        	/home/sam/phinet/data/test/preprocess/T2/2092_01_T2.nii.gzConfidences:  0.10,  4.39, 95.52
T2        	/home/sam/phinet/data/test/preprocess/T2/1570_01.nii.gzConfidences:  1.02,  7.53, 91.45
T1        	/home/sam/phinet/data/test/preprocess/T1/1477_1a_MR_T1.nii.gzConfidences:  0.75, 92.29,  6.95
T1        	/home/sam/phinet/data/test/preprocess/T1/1145_90d_MR_T1.nii.gzConfidences:  0.00, 99.99,  0.01
T1        	/home/sam/phinet/data/test/preprocess/T1/1534_03_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.02, 99.39,  0.59
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2373_2013-06-20_MR_MPRAGE.nii.gzConfidences:  0.31, 97.59,  2.10
T1        	/home/sam/phinet/data/test/preprocess/T1/1524_90d_MR_T1.nii.gzConfidences:  0.01, 99.97,  0.02
T2        	/home/sam/phinet/data/test/preprocess/T2/2118_01_T2.nii.gzConfidences:  0.03,  0.31, 99.65
T1        	/home/sam/phinet/data/test/preprocess/T1/1233_1a_MR_T1.nii.gzConfidences:  0.00, 99.97,  0.02
T2        	/home/sam/phinet/data/test/preprocess/T2/06-4622_2015-05-02_MR_T2_reg.nii.gzConfidences:  0.01,  0.43, 99.56
T1        	/home/sam/phinet/data/test/preprocess/T1/1541_1a_MR_T1.nii.gzConfidences:  0.00, 99.94,  0.05
T1        	/home/sam/phinet/data/test/preprocess/T1/1127_2a_MR_T1.nii.gzConfidences:  0.02, 99.94,  0.05
T1        	/home/sam/phinet/data/test/preprocess/T1/1531_1a_MR_T1.nii.gzConfidences:  0.00, 99.99,  0.01
T1        	/home/sam/phinet/data/test/preprocess/T1/1202_2a_MR_T1.nii.gzConfidences:  0.02, 99.91,  0.08
T2        	/home/sam/phinet/data/test/preprocess/T2/1559_02.nii.gzConfidences:  0.36, 11.14, 88.50
T2        	/home/sam/phinet/data/test/preprocess/T2/1021_90d_MR_0004_3DT2SPACET2_SPC_SAG_P2_ISO_reg.nii.gzConfidences:  0.77,  0.09, 99.15
T2        	/home/sam/phinet/data/test/preprocess/T2/1561_02.nii.gzConfidences:  0.16,  4.00, 95.84
T2        	/home/sam/phinet/data/test/preprocess/T2/1542_01.nii.gzConfidences:  0.06,  0.49, 99.45
T1        	/home/sam/phinet/data/test/preprocess/T1/1542_01_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.06, 99.73,  0.21
T2        	/home/sam/phinet/data/test/preprocess/T2/1548_02.nii.gzConfidences:  0.11,  2.04, 97.85
T2        	/home/sam/phinet/data/test/preprocess/T2/1509_03.nii.gzConfidences:  0.02,  2.62, 97.36
T1        	/home/sam/phinet/data/test/preprocess/T1/1474_2a_MR_T1.nii.gzConfidences:  0.01, 99.98,  0.02
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3819_2015-05-04_MR_MPRAGE.nii.gzConfidences:  0.05, 99.88,  0.08
T1        	/home/sam/phinet/data/test/preprocess/T1/1157_1a_MR_T1.nii.gzConfidences:  0.01, 99.96,  0.04
T2        	/home/sam/phinet/data/test/preprocess/T2/1589_01.nii.gzConfidences:  1.06,  3.73, 95.21
T2        	/home/sam/phinet/data/test/preprocess/T2/1546_01.nii.gzConfidences:  0.01,  0.51, 99.48
T2        	/home/sam/phinet/data/test/preprocess/T2/2055_01_T2.nii.gzConfidences:  0.12,  4.66, 95.21
T1        	/home/sam/phinet/data/test/preprocess/T1/1307_2a_MR_T1.nii.gzConfidences:  0.02, 99.95,  0.03
T2        	/home/sam/phinet/data/test/preprocess/T2/2089_01_T2.nii.gzConfidences:  0.06,  3.27, 96.67
T1        	/home/sam/phinet/data/test/preprocess/T1/1357_2a_MR_T1.nii.gzConfidences:  0.02, 99.92,  0.07
T1        	/home/sam/phinet/data/test/preprocess/T1/1146_1a_MR_T1.nii.gzConfidences:  0.01, 99.94,  0.05
T1        	/home/sam/phinet/data/test/preprocess/T1/1087_1a_MR_T1.nii.gzConfidences:  0.01, 99.92,  0.07
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2252_2013-06-27_MR_MPRAGE.nii.gzConfidences:  1.38, 97.47,  1.15
T1        	/home/sam/phinet/data/test/preprocess/T1/1021_1a_MR_T1.nii.gzConfidences:  0.02, 99.77,  0.21
T2        	/home/sam/phinet/data/test/preprocess/T2/2110_01_T2.nii.gzConfidences:  0.02,  0.21, 99.77
T2        	/home/sam/phinet/data/test/preprocess/T2/1568_01.nii.gzConfidences:  0.23,  6.26, 93.51
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2639_2013-06-10_MR_T2_reg.nii.gzConfidences:  0.07,  0.49, 99.44
T2        	/home/sam/phinet/data/test/preprocess/T2/2106_01_T2.nii.gzConfidences:  0.01,  2.68, 97.31
T1        	/home/sam/phinet/data/test/preprocess/T1/1298_2a_MR_T1.nii.gzConfidences:  0.04, 99.86,  0.10
T1        	/home/sam/phinet/data/test/preprocess/T1/1475_2a_MR_T1.nii.gzConfidences:  0.00, 100.00,  0.00
T2        	/home/sam/phinet/data/test/preprocess/T2/1559_01.nii.gzConfidences:  0.45, 14.81, 84.74
T1        	/home/sam/phinet/data/test/preprocess/T1/1086_2a_MR_T1.nii.gzConfidences:  0.02, 99.78,  0.20
T1        	/home/sam/phinet/data/test/preprocess/T1/1030_2a_MR_T1.nii.gzConfidences:  0.16, 97.96,  1.88
T2        	/home/sam/phinet/data/test/preprocess/T2/1525_04.nii.gzConfidences:  0.32,  2.68, 96.99
T2        	/home/sam/phinet/data/test/preprocess/T2/2119_01_T2.nii.gzConfidences:  0.00,  0.21, 99.79
T1        	/home/sam/phinet/data/test/preprocess/T1/1030_1a_MR_T1.nii.gzConfidences:  0.04, 99.15,  0.81
T1        	/home/sam/phinet/data/test/preprocess/T1/1128_2a_MR_T1.nii.gzConfidences:  0.01, 99.97,  0.02
T2        	/home/sam/phinet/data/test/preprocess/T2/2087_01_T2.nii.gzConfidences:  0.11,  0.95, 98.94
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2233_2013-07-14_MR_T2_reg.nii.gzConfidences:  0.02,  0.07, 99.92
T2        	/home/sam/phinet/data/test/preprocess/T2/1508_01.nii.gzConfidences:  0.01,  1.39, 98.60
T1        	/home/sam/phinet/data/test/preprocess/T1/1081_2a_MR_T1.nii.gzConfidences:  0.01, 99.93,  0.06
T1        	/home/sam/phinet/data/test/preprocess/T1/06-4149_2014-01-22_MR_MPRAGE.nii.gzConfidences:  0.12, 99.27,  0.61
T1        	/home/sam/phinet/data/test/preprocess/T1/1484_2a_MR_T1.nii.gzConfidences:  0.02, 99.98,  0.01
T2        	/home/sam/phinet/data/test/preprocess/T2/2043_01_T2.nii.gzConfidences:  0.01,  0.73, 99.27
T1        	/home/sam/phinet/data/test/preprocess/T1/1525_04_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.37, 97.78,  1.84
T1        	/home/sam/phinet/data/test/preprocess/T1/1518_1a_MR_T1.nii.gzConfidences:  0.00, 99.98,  0.02
T2        	/home/sam/phinet/data/test/preprocess/T2/1540_01.nii.gzConfidences:  0.01,  1.67, 98.31
T1        	/home/sam/phinet/data/test/preprocess/T1/1107_1a_MR_T1.nii.gzConfidences:  0.01, 99.94,  0.05
T2        	/home/sam/phinet/data/test/preprocess/T2/2054_01_T2.nii.gzConfidences:  0.01,  1.26, 98.73
T1        	/home/sam/phinet/data/test/preprocess/T1/1487_1a_MR_T1.nii.gzConfidences:  0.00, 99.89,  0.10
T2        	/home/sam/phinet/data/test/preprocess/T2/1283_90db_MR_0004_3DT2SPACET2_SPC_SAG_P2_ISO_reg.nii.gzConfidences:  0.13,  0.00, 99.87
T1        	/home/sam/phinet/data/test/preprocess/T1/1451_1a_MR_T1.nii.gzConfidences:  0.01, 99.94,  0.05
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2103_2013-09-01_MR_MPRAGE.nii.gzConfidences:  0.08, 99.92,  0.00
T1        	/home/sam/phinet/data/test/preprocess/T1/1238_90d_MR_T1.nii.gzConfidences:  0.01, 99.98,  0.01
T2        	/home/sam/phinet/data/test/preprocess/T2/1509_04.nii.gzConfidences:  0.13,  2.92, 96.94
T1        	/home/sam/phinet/data/test/preprocess/T1/1018_90d_MR_T1.nii.gzConfidences:  0.05, 99.61,  0.34
T1        	/home/sam/phinet/data/test/preprocess/T1/1480_1a_MR_T1.nii.gzConfidences:  0.01, 99.96,  0.03
T2        	/home/sam/phinet/data/test/preprocess/T2/1575_01.nii.gzConfidences:  0.27,  2.05, 97.68
T2        	/home/sam/phinet/data/test/preprocess/T2/2093_01_T2.nii.gzConfidences:  0.02,  0.31, 99.68
T1        	/home/sam/phinet/data/test/preprocess/T1/1541_2a_MR_T1.nii.gzConfidences:  0.02, 99.96,  0.02
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2339_2013-06-20_MR_MPRAGE.nii.gzConfidences:  0.04, 99.95,  0.01
T1        	/home/sam/phinet/data/test/preprocess/T1/1283_1a_MR_T1.nii.gzConfidences:  0.01, 99.92,  0.07
T2        	/home/sam/phinet/data/test/preprocess/T2/2084_01_T2.nii.gzConfidences:  0.02,  0.68, 99.30
T1        	/home/sam/phinet/data/test/preprocess/T1/1523_01_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.04, 99.55,  0.41
T1        	/home/sam/phinet/data/test/preprocess/T1/1279_1a_MR_T1.nii.gzConfidences:  0.02, 99.80,  0.19
T1        	/home/sam/phinet/data/test/preprocess/T1/1294_2a_MR_T1.nii.gzConfidences:  0.02, 99.95,  0.04
T2        	/home/sam/phinet/data/test/preprocess/T2/1546_02.nii.gzConfidences:  0.35,  6.30, 93.36
T2        	/home/sam/phinet/data/test/preprocess/T2/2101_01_T2.nii.gzConfidences:  0.01,  0.15, 99.83
T2        	/home/sam/phinet/data/test/preprocess/T2/2091_01_T2.nii.gzConfidences:  0.06,  1.15, 98.79
T1        	/home/sam/phinet/data/test/preprocess/T1/1484_1a_MR_T1.nii.gzConfidences:  0.05, 99.91,  0.04
T1        	/home/sam/phinet/data/test/preprocess/T1/1145_2a_MR_T1.nii.gzConfidences:  0.01, 99.98,  0.02
T2        	/home/sam/phinet/data/test/preprocess/T2/06-4472_2014-04-13_MR_T2.nii.gzConfidences:  0.00,  0.00, 100.00
T2        	/home/sam/phinet/data/test/preprocess/T2/1543_01.nii.gzConfidences:  0.07,  4.00, 95.93
T1        	/home/sam/phinet/data/test/preprocess/T1/1510_1a_MR_T1.nii.gzConfidences:  0.01, 99.98,  0.02
T2        	/home/sam/phinet/data/test/preprocess/T2/1592_01.nii.gzConfidences:  0.04, 41.28, 58.69
T1        	/home/sam/phinet/data/test/preprocess/T1/1475_1a_MR_T1.nii.gzConfidences:  0.00, 99.95,  0.04
T1        	/home/sam/phinet/data/test/preprocess/T1/1253_2a_MR_T1.nii.gzConfidences:  0.00, 99.99,  0.00
T1        	/home/sam/phinet/data/test/preprocess/T1/1518_02_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.02, 99.43,  0.55
T2        	/home/sam/phinet/data/test/preprocess/T2/1555_01.nii.gzConfidences:  0.09,  1.37, 98.54
T1        	/home/sam/phinet/data/test/preprocess/T1/06-4151_2014-03-06_MR_MPRAGE.nii.gzConfidences:  5.40, 90.39,  4.22
T2        	/home/sam/phinet/data/test/preprocess/T2/2050_01_T2.nii.gzConfidences:  0.07,  1.82, 98.11
T2        	/home/sam/phinet/data/test/preprocess/T2/1572_02.nii.gzConfidences:  0.05,  0.35, 99.60
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2256_2014-01-22_MR_MPRAGE.nii.gzConfidences:  1.60, 93.89,  4.51
T1        	/home/sam/phinet/data/test/preprocess/T1/1540_01_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.11, 99.54,  0.35
T1        	/home/sam/phinet/data/test/preprocess/T1/1232_2a_MR_T1.nii.gzConfidences:  0.01, 99.97,  0.02
T2        	/home/sam/phinet/data/test/preprocess/T2/1594_01.nii.gzConfidences:  0.86, 10.16, 88.98
T2        	/home/sam/phinet/data/test/preprocess/T2/1553_01.nii.gzConfidences:  0.12,  1.64, 98.24
T1        	/home/sam/phinet/data/test/preprocess/T1/1283_90d_MR_T1.nii.gzConfidences:  0.01, 99.97,  0.02
T1        	/home/sam/phinet/data/test/preprocess/T1/1030_90d_MR_T1.nii.gzConfidences:  0.05, 99.71,  0.24
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3784_2014-03-29_MR_MPRAGE.nii.gzConfidences:  0.11, 99.37,  0.52
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2243_2013-11-14_MR_T2_reg.nii.gzConfidences:  0.00,  0.01, 99.99
T1        	/home/sam/phinet/data/test/preprocess/T1/1262_90d_MR_T1.nii.gzConfidences:  0.02, 99.97,  0.02
T1        	/home/sam/phinet/data/test/preprocess/T1/1423_2a_MR_T1.nii.gzConfidences:  0.02, 99.95,  0.03
T2        	/home/sam/phinet/data/test/preprocess/T2/2117_01_T2.nii.gzConfidences:  0.09,  2.32, 97.58
T1        	/home/sam/phinet/data/test/preprocess/T1/1253_90d_MR_T1.nii.gzConfidences:  0.02, 99.93,  0.05
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2044_2013-07-18_MR_T2_reg.nii.gzConfidences:  0.04,  2.86, 97.10
T1        	/home/sam/phinet/data/test/preprocess/T1/1090_90d_MR_T1.nii.gzConfidences:  0.02, 99.88,  0.11
T1        	/home/sam/phinet/data/test/preprocess/T1/1453_2a_MR_T1.nii.gzConfidences:  0.01, 99.98,  0.02
T2        	/home/sam/phinet/data/test/preprocess/T2/2105_01_T2.nii.gzConfidences:  0.13,  3.33, 96.53
T2        	/home/sam/phinet/data/test/preprocess/T2/1509_01.nii.gzConfidences:  0.01,  1.60, 98.39
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3902_2015-10-12_MR_MPRAGE.nii.gzConfidences:  2.84, 95.08,  2.08
T1        	/home/sam/phinet/data/test/preprocess/T1/1541_90d_MR_T1.nii.gzConfidences:  0.01, 99.98,  0.02
T2        	/home/sam/phinet/data/test/preprocess/T2/2076_01_T2.nii.gzConfidences:  0.01,  0.32, 99.67
T2        	/home/sam/phinet/data/test/preprocess/T2/1525_01.nii.gzConfidences:  0.05,  0.67, 99.28
T1        	/home/sam/phinet/data/test/preprocess/T1/1269_1a_MR_T1.nii.gzConfidences:  0.01, 99.95,  0.04
