T1        	/home/sam/phinet/data/test/preprocess/T1/1279_2a_MR_T1.nii.gzConfidences:  0.16, 97.18,  2.66
T1        	/home/sam/phinet/data/test/preprocess/T1/1540_01_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.86, 87.04, 12.10
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2252_2013-06-27_MR_MPRAGE.nii.gzConfidences:  2.63, 82.44, 14.92
T2        	/home/sam/phinet/data/test/preprocess/T2/1440_90d_MR_0012_3DT2SPACET2_SPC_SAG_P2_ISO_reg.nii.gzConfidences:  3.49,  2.66, 93.84
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2233_2013-07-14_MR_MPRAGE.nii.gzConfidences:  0.57, 97.09,  2.34
T2        	/home/sam/phinet/data/test/preprocess/T2/1582_01.nii.gzConfidences:  1.60, 12.58, 85.82
T1        	/home/sam/phinet/data/test/preprocess/T1/1259_1a_MR_T1.nii.gzConfidences:  0.42, 92.69,  6.89
T1        	/home/sam/phinet/data/test/preprocess/T1/1523_01_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.74, 92.36,  6.90
T2        	/home/sam/phinet/data/test/preprocess/T2/1525_04.nii.gzConfidences:  3.18, 14.16, 82.66
T2        	/home/sam/phinet/data/test/preprocess/T2/1508_02.nii.gzConfidences:  0.97, 11.93, 87.10
T1        	/home/sam/phinet/data/test/preprocess/T1/1145_90d_MR_T1.nii.gzConfidences:  0.28, 97.27,  2.45
T1        	/home/sam/phinet/data/test/preprocess/T1/1495_2a_MR_T1.nii.gzConfidences:  0.28, 97.19,  2.53
T2        	/home/sam/phinet/data/test/preprocess/T2/1553_02.nii.gzConfidences:  2.81, 12.14, 85.05
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2243_2013-11-14_MR_MPRAGE.nii.gzConfidences:  1.84, 87.78, 10.38
T2        	/home/sam/phinet/data/test/preprocess/T2/2121_01_T2.nii.gzConfidences:  0.66,  6.06, 93.29
T1        	/home/sam/phinet/data/test/preprocess/T1/1515_03_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  1.05, 88.36, 10.59
T1        	/home/sam/phinet/data/test/preprocess/T1/1518_1a_MR_T1.nii.gzConfidences:  0.32, 98.13,  1.55
T1        	/home/sam/phinet/data/test/preprocess/T1/1202_2a_MR_T1.nii.gzConfidences:  0.35, 97.96,  1.69
T1        	/home/sam/phinet/data/test/preprocess/T1/1345_90d_MR_T1.nii.gzConfidences:  0.36, 97.07,  2.57
T2        	/home/sam/phinet/data/test/preprocess/T2/1555_01.nii.gzConfidences:  2.49, 14.84, 82.67
T1        	/home/sam/phinet/data/test/preprocess/T1/1531_2a_MR_T1.nii.gzConfidences:  0.28, 98.66,  1.06
T2        	/home/sam/phinet/data/test/preprocess/T2/1572_02.nii.gzConfidences:  1.52,  7.85, 90.63
T2        	/home/sam/phinet/data/test/preprocess/T2/1557_02.nii.gzConfidences:  1.56,  8.10, 90.34
T2        	/home/sam/phinet/data/test/preprocess/T2/1546_02.nii.gzConfidences:  3.68, 24.99, 71.32
T2        	/home/sam/phinet/data/test/preprocess/T2/06-4472_2014-04-13_MR_T2.nii.gzConfidences:  0.27,  1.85, 97.88
T1        	/home/sam/phinet/data/test/preprocess/T1/1518_02_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.90, 89.59,  9.52
T1        	/home/sam/phinet/data/test/preprocess/T1/1424_2a_MR_T1.nii.gzConfidences:  0.24, 96.74,  3.02
T2        	/home/sam/phinet/data/test/preprocess/T2/1580_01.nii.gzConfidences:  1.63, 10.33, 88.05
T1        	/home/sam/phinet/data/test/preprocess/T1/1405_2a_MR_T1.nii.gzConfidences:  0.24, 98.83,  0.93
T1        	/home/sam/phinet/data/test/preprocess/T1/1524_30a_MR_T1.nii.gzConfidences:  0.24, 96.58,  3.18
T1        	/home/sam/phinet/data/test/preprocess/T1/1509_01_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.75, 88.25, 10.99
T2        	/home/sam/phinet/data/test/preprocess/T2/1509_02.nii.gzConfidences:  0.69, 19.98, 79.33
T1        	/home/sam/phinet/data/test/preprocess/T1/1480_90d_MR_T1.nii.gzConfidences:  0.19, 97.86,  1.95
T1        	/home/sam/phinet/data/test/preprocess/T1/06-4083_2014-01-14_MR_MPRAGE.nii.gzConfidences:  0.48, 96.18,  3.35
T1        	/home/sam/phinet/data/test/preprocess/T1/1373_30d_MR_T1.nii.gzConfidences:  0.21, 96.42,  3.37
T2        	/home/sam/phinet/data/test/preprocess/T2/1021_90d_MR_0004_3DT2SPACET2_SPC_SAG_P2_ISO_reg.nii.gzConfidences:  2.90,  8.28, 88.82
T2        	/home/sam/phinet/data/test/preprocess/T2/06-4115_2015-05-13_MR_T2_reg.nii.gzConfidences:  0.47,  3.12, 96.42
T2        	/home/sam/phinet/data/test/preprocess/T1/06-3814_2015-08-26_MR_MPRAGE.nii.gzConfidences:  1.07, 43.84, 55.09
T1        	/home/sam/phinet/data/test/preprocess/T1/1021_1a_MR_T1.nii.gzConfidences:  0.78, 95.20,  4.01
T1        	/home/sam/phinet/data/test/preprocess/T1/1424_1a_MR_T1.nii.gzConfidences:  0.55, 96.85,  2.60
T2        	/home/sam/phinet/data/test/preprocess/T2/1557_01.nii.gzConfidences:  2.98, 13.47, 83.55
T2        	/home/sam/phinet/data/test/preprocess/T2/2089_01_T2.nii.gzConfidences:  1.38, 11.88, 86.73
T1        	/home/sam/phinet/data/test/preprocess/T1/1262_1a_MR_T1.nii.gzConfidences:  0.32, 95.74,  3.94
T1        	/home/sam/phinet/data/test/preprocess/T1/1030_30d_MR_T1.nii.gzConfidences:  0.26, 88.41, 11.33
T2        	/home/sam/phinet/data/test/preprocess/T2/1576_01.nii.gzConfidences:  1.54, 13.74, 84.72
T2        	/home/sam/phinet/data/test/preprocess/T2/1523_01.nii.gzConfidences:  1.17, 12.17, 86.67
T1        	/home/sam/phinet/data/test/preprocess/T1/1086_1a_MR_T1.nii.gzConfidences:  0.25, 98.33,  1.42
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2473_2013-07-14_T2_reg.nii.gzConfidences:  0.33,  0.16, 99.50
T1        	/home/sam/phinet/data/test/preprocess/T1/1495_30d_MR_T1.nii.gzConfidences:  0.22, 97.90,  1.88
T2        	/home/sam/phinet/data/test/preprocess/T2/1525_01.nii.gzConfidences:  1.62, 14.55, 83.84
T1        	/home/sam/phinet/data/test/preprocess/T1/1298_2a_MR_T1.nii.gzConfidences:  0.43, 96.87,  2.70
T2        	/home/sam/phinet/data/test/preprocess/T2/06-3784_2014-03-29_MR_T2_reg.nii.gzConfidences:  0.22,  2.09, 97.69
T2        	/home/sam/phinet/data/test/preprocess/T2/2101_01_T2.nii.gzConfidences:  1.35, 12.32, 86.33
T2        	/home/sam/phinet/data/test/preprocess/T2/06-4014_2015-09-30_MR_T2_reg.nii.gzConfidences:  0.17,  0.41, 99.42
T2        	/home/sam/phinet/data/test/preprocess/T2/2056_01_T2.nii.gzConfidences:  1.44, 32.05, 66.51
T2        	/home/sam/phinet/data/test/preprocess/T2/2042_01_T2.nii.gzConfidences:  1.84,  9.51, 88.65
T1        	/home/sam/phinet/data/test/preprocess/T1/06-4077_2015-08-22_MR_MPRAGE.nii.gzConfidences:  1.07, 66.29, 32.65
T1        	/home/sam/phinet/data/test/preprocess/T1/1534_03_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  1.09, 89.50,  9.41
T1        	/home/sam/phinet/data/test/preprocess/T1/1086_2a_MR_T1.nii.gzConfidences:  0.34, 96.99,  2.67
T2        	/home/sam/phinet/data/test/preprocess/T2/1583_01.nii.gzConfidences:  3.38, 16.23, 80.39
T1        	/home/sam/phinet/data/test/preprocess/T1/1241_1a_MR_T1.nii.gzConfidences:  0.37, 96.02,  3.60
T2        	/home/sam/phinet/data/test/preprocess/T2/2043_01_T2.nii.gzConfidences:  0.86, 14.77, 84.37
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2194_2013-12-11_MR_MPRAGE.nii.gzConfidences:  2.87, 60.75, 36.38
T1        	/home/sam/phinet/data/test/preprocess/T1/1307_1a_MR_T1.nii.gzConfidences:  0.51, 96.75,  2.74
T2        	/home/sam/phinet/data/test/preprocess/T2/2114_01_T2.nii.gzConfidences:  1.30, 15.77, 82.93
T2        	/home/sam/phinet/data/test/preprocess/T2/1542_03.nii.gzConfidences:  1.43,  6.91, 91.66
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2103_2013-09-01_MR_MPRAGE.nii.gzConfidences:  0.98, 95.63,  3.39
T2        	/home/sam/phinet/data/test/preprocess/T2/2113_01_T2.nii.gzConfidences:  2.00, 24.46, 73.54
T2        	/home/sam/phinet/data/test/preprocess/T2/2119_01_T2.nii.gzConfidences:  1.09, 12.52, 86.38
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3991_2014-04-18_MR_MPRAGE.nii.gzConfidences:  2.37, 70.17, 27.46
T1        	/home/sam/phinet/data/test/preprocess/T1/06-4151_2014-03-06_MR_MPRAGE.nii.gzConfidences:  9.59, 74.62, 15.79
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2252_2013-06-27_T2_reg.nii.gzConfidences:  0.46,  2.07, 97.47
T1        	/home/sam/phinet/data/test/preprocess/T1/1542_01_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.50, 95.13,  4.37
T1        	/home/sam/phinet/data/test/preprocess/T1/1539_04_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  1.00, 95.32,  3.68
T1        	/home/sam/phinet/data/test/preprocess/T1/1373_2a_MR_T1.nii.gzConfidences:  0.20, 96.66,  3.14
T1        	/home/sam/phinet/data/test/preprocess/T1/1411_1a_MR_T1.nii.gzConfidences:  0.61, 95.85,  3.54
T2        	/home/sam/phinet/data/test/preprocess/T2/1592_30d_MR_0004_3DT2SPACET2_SPC_SAG_P2_ISO_reg.nii.gzConfidences:  1.79, 16.08, 82.14
T1        	/home/sam/phinet/data/test/preprocess/T1/1474_1a_MR_T1.nii.gzConfidences:  0.39, 97.56,  2.06
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2233_2013-07-14_MR_T2_reg.nii.gzConfidences:  0.14,  0.64, 99.22
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2311_2015-04-04_MR_MPRAGE.nii.gzConfidences:  1.70, 82.00, 16.30
T1        	/home/sam/phinet/data/test/preprocess/T1/1540_2a_MR_T1.nii.gzConfidences:  0.91, 92.75,  6.34
T2        	/home/sam/phinet/data/test/preprocess/T2/2095_01_T2.nii.gzConfidences:  1.21, 19.24, 79.55
T2        	/home/sam/phinet/data/test/preprocess/T2/1520_03.nii.gzConfidences:  1.36,  7.60, 91.04
T1        	/home/sam/phinet/data/test/preprocess/T1/1516_02_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  1.11, 93.46,  5.43
T1        	/home/sam/phinet/data/test/preprocess/T1/1251_1a_MR_T1.nii.gzConfidences:  0.34, 97.93,  1.73
T1        	/home/sam/phinet/data/test/preprocess/T1/1525_04_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  1.49, 89.17,  9.34
T2        	/home/sam/phinet/data/test/preprocess/T2/1513_03.nii.gzConfidences:  1.95,  9.93, 88.12
T2        	/home/sam/phinet/data/test/preprocess/T2/2093_01_T2.nii.gzConfidences:  1.44,  8.65, 89.91
T1        	/home/sam/phinet/data/test/preprocess/T1/1262_90d_MR_T1.nii.gzConfidences:  0.20, 94.78,  5.02
T2        	/home/sam/phinet/data/test/preprocess/T2/0504_01_T2.nii.gzConfidences:  1.61,  9.81, 88.58
T1        	/home/sam/phinet/data/test/preprocess/T1/1524_1a_MR_T1.nii.gzConfidences:  0.37, 96.97,  2.66
T2        	/home/sam/phinet/data/test/preprocess/T2/2123_01_T2.nii.gzConfidences:  0.72,  3.28, 96.00
T2        	/home/sam/phinet/data/test/preprocess/T2/1655_90d_MR_0004_3DT2SPACET2_SPC_SAG_P2_ISO_reg.nii.gzConfidences:  3.71,  0.90, 95.38
T1        	/home/sam/phinet/data/test/preprocess/T1/1208_1a_MR_T1.nii.gzConfidences:  0.48, 96.64,  2.88
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2380_2013-09-11_MR_MPRAGE.nii.gzConfidences:  0.83, 95.44,  3.73
T1        	/home/sam/phinet/data/test/preprocess/T1/1524_2a_MR_T1.nii.gzConfidences:  0.41, 97.13,  2.46
T1        	/home/sam/phinet/data/test/preprocess/T1/1232_2a_MR_T1.nii.gzConfidences:  0.27, 96.82,  2.91
T1        	/home/sam/phinet/data/test/preprocess/T1/1087_30d_MR_T1.nii.gzConfidences:  0.31, 94.69,  5.00
T2        	/home/sam/phinet/data/test/preprocess/T2/1509_04.nii.gzConfidences:  1.64, 11.16, 87.20
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2229_2013-07-25_MR_MPRAGE.nii.gzConfidences:  0.63, 93.20,  6.18
T1        	/home/sam/phinet/data/test/preprocess/T1/1283_90d_MR_T1.nii.gzConfidences:  0.30, 97.57,  2.13
T2        	/home/sam/phinet/data/test/preprocess/T2/2078_01_T2.nii.gzConfidences:  0.60, 11.10, 88.30
T2        	/home/sam/phinet/data/test/preprocess/T2/1584_01.nii.gzConfidences:  1.29, 16.72, 81.99
T2        	/home/sam/phinet/data/test/preprocess/T2/2091_01_T2.nii.gzConfidences:  1.14, 18.34, 80.52
T2        	/home/sam/phinet/data/test/preprocess/T2/1573_02.nii.gzConfidences:  1.93,  8.33, 89.74
T1        	/home/sam/phinet/data/test/preprocess/T1/1021_2a_MR_T1.nii.gzConfidences:  0.52, 93.04,  6.45
T2        	/home/sam/phinet/data/test/preprocess/T2/1569_01.nii.gzConfidences:  1.64,  7.67, 90.69
T1        	/home/sam/phinet/data/test/preprocess/T1/1099_1a_MR_T1.nii.gzConfidences:  0.35, 97.43,  2.21
T2        	/home/sam/phinet/data/test/preprocess/T2/1508_03.nii.gzConfidences:  2.87,  9.82, 87.30
T2        	/home/sam/phinet/data/test/preprocess/T2/1575_01.nii.gzConfidences:  1.63,  9.00, 89.37
T1        	/home/sam/phinet/data/test/preprocess/T1/1345_1a_MR_T1.nii.gzConfidences:  0.43, 97.21,  2.36
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3808_2015-08-08_MR_MPRAGE.nii.gzConfidences:  1.89, 62.12, 35.99
T2        	/home/sam/phinet/data/test/preprocess/T2/1525_03.nii.gzConfidences:  2.89,  9.58, 87.53
T1        	/home/sam/phinet/data/test/preprocess/T1/1234_1a_MR_T1.nii.gzConfidences:  0.46, 95.48,  4.06
T1        	/home/sam/phinet/data/test/preprocess/T1/1157_1a_MR_T1.nii.gzConfidences:  0.27, 98.49,  1.24
T1        	/home/sam/phinet/data/test/preprocess/T1/1127_90d_MR_T1.nii.gzConfidences:  0.22, 96.60,  3.18
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2044_2013-07-18_MR_T2_reg.nii.gzConfidences:  0.38,  4.20, 95.42
T1        	/home/sam/phinet/data/test/preprocess/T1/1241_30d_MR_T1.nii.gzConfidences:  0.14, 98.23,  1.63
T1        	/home/sam/phinet/data/test/preprocess/T1/1135_1a_MR_T1.nii.gzConfidences:  0.40, 96.34,  3.26
T2        	/home/sam/phinet/data/test/preprocess/T2/2087_01_T2.nii.gzConfidences:  1.24, 16.83, 81.93
T1        	/home/sam/phinet/data/test/preprocess/T1/1357_1a_MR_T1.nii.gzConfidences:  0.34, 95.74,  3.92
T2        	/home/sam/phinet/data/test/preprocess/T2/2086_01_T2.nii.gzConfidences:  0.35,  3.78, 95.86
T1        	/home/sam/phinet/data/test/preprocess/T1/06-4149_2014-01-22_MR_MPRAGE.nii.gzConfidences:  0.59, 90.40,  9.01
T1        	/home/sam/phinet/data/test/preprocess/T1/1440_1a_MR_T1.nii.gzConfidences:  0.43, 94.88,  4.69
T1        	/home/sam/phinet/data/test/preprocess/T1/1127_2a_MR_T1.nii.gzConfidences:  0.21, 96.89,  2.90
T1        	/home/sam/phinet/data/test/preprocess/T1/1030_1a_MR_T1.nii.gzConfidences:  0.45, 90.08,  9.47
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3924_2015-05-10_MR_MPRAGE.nii.gzConfidences:  1.47, 91.05,  7.48
T1        	/home/sam/phinet/data/test/preprocess/T1/1030_90d_MR_T1.nii.gzConfidences:  0.25, 94.77,  4.98
T1        	/home/sam/phinet/data/test/preprocess/T1/1473_2a_MR_T1.nii.gzConfidences:  0.19, 94.82,  4.99
T1        	/home/sam/phinet/data/test/preprocess/T1/1475_2a_MR_T1.nii.gzConfidences:  0.17, 97.85,  1.97
T2        	/home/sam/phinet/data/test/preprocess/T2/06-3219_2013-11-27_MR_T2_reg.nii.gzConfidences:  0.78, 10.96, 88.26
T1        	/home/sam/phinet/data/test/preprocess/T1/06-3954_2015-11-08_MR_MPRAGE.nii.gzConfidences:  4.05, 64.16, 31.79
T1        	/home/sam/phinet/data/test/preprocess/T1/1269_2a_MR_T1.nii.gzConfidences:  0.27, 96.82,  2.91
T1        	/home/sam/phinet/data/test/preprocess/T1/1398_2a_MR_T1.nii.gzConfidences:  0.22, 95.72,  4.06
T1        	/home/sam/phinet/data/test/preprocess/T1/1541_2a_MR_T1.nii.gzConfidences:  0.47, 97.94,  1.59
T1        	/home/sam/phinet/data/test/preprocess/T1/1126_1a_MR_T1.nii.gzConfidences:  0.41, 95.90,  3.69
T1        	/home/sam/phinet/data/test/preprocess/T1/1087_2a_MR_T1.nii.gzConfidences:  0.31, 97.86,  1.83
T1        	/home/sam/phinet/data/test/preprocess/T1/1018_90d_MR_T1.nii.gzConfidences:  0.21, 97.35,  2.44
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2243_2013-11-14_MR_T2_reg.nii.gzConfidences:  0.13,  0.44, 99.43
T1        	/home/sam/phinet/data/test/preprocess/T1/1474_2a_MR_T1.nii.gzConfidences:  0.27, 97.34,  2.39
T1        	/home/sam/phinet/data/test/preprocess/T1/1508_01_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.74, 84.89, 14.37
T2        	/home/sam/phinet/data/test/preprocess/T2/1559_01.nii.gzConfidences:  1.97, 19.86, 78.17
T1        	/home/sam/phinet/data/test/preprocess/T1/1262_2a_MR_T1.nii.gzConfidences:  0.16, 96.53,  3.31
T1        	/home/sam/phinet/data/test/preprocess/T1/06-2187_2016-01-26_MR_MPRAGE.nii.gzConfidences:  0.68, 81.80, 17.52
T2        	/home/sam/phinet/data/test/preprocess/T2/1518_02.nii.gzConfidences:  2.48,  9.44, 88.08
T1        	/home/sam/phinet/data/test/preprocess/T1/1175_2a_MR_T1.nii.gzConfidences:  0.23, 94.86,  4.91
T1        	/home/sam/phinet/data/test/preprocess/T1/1480_1a_MR_T1.nii.gzConfidences:  0.30, 97.93,  1.77
T2        	/home/sam/phinet/data/test/preprocess/T2/1593_01.nii.gzConfidences:  1.65,  9.98, 88.37
T1        	/home/sam/phinet/data/test/preprocess/T1/1082_1a_MR_T1.nii.gzConfidences:  0.50, 95.01,  4.49
T1        	/home/sam/phinet/data/test/preprocess/T1/1312_2a_MR_T1.nii.gzConfidences:  0.20, 98.05,  1.75
T1        	/home/sam/phinet/data/test/preprocess/T1/06-4014_2015-09-30_MR_MPRAGE.nii.gzConfidences:  3.67, 86.37,  9.96
T1        	/home/sam/phinet/data/test/preprocess/T1/1253_2a_MR_T1.nii.gzConfidences:  0.19, 98.07,  1.74
T1        	/home/sam/phinet/data/test/preprocess/T1/1253_1a_MR_T1.nii.gzConfidences:  0.41, 96.26,  3.33
T1        	/home/sam/phinet/data/test/preprocess/T1/1426_2a_MR_T1.nii.gzConfidences:  0.48, 98.49,  1.03
T1        	/home/sam/phinet/data/test/preprocess/T1/1373_90d_MR_T1.nii.gzConfidences:  0.25, 96.52,  3.23
T2        	/home/sam/phinet/data/test/preprocess/T2/06-2921_2014-04-25_T2_reg.nii.gzConfidences:  0.26,  1.14, 98.60
T2        	/home/sam/phinet/data/test/preprocess/T2/1585_01.nii.gzConfidences:  2.92, 14.79, 82.29
T1        	/home/sam/phinet/data/test/preprocess/T1/1451_1a_MR_T1.nii.gzConfidences:  0.45, 96.42,  3.14
T2        	/home/sam/phinet/data/test/preprocess/T2/2092_01_T2.nii.gzConfidences:  2.06, 31.70, 66.24
T2        	/home/sam/phinet/data/test/preprocess/T2/2117_01_T2.nii.gzConfidences:  0.97, 18.60, 80.43
T1        	/home/sam/phinet/data/test/preprocess/T1/1542_02_0003_sag_bravo_t1_iso_N4_N4.nii.gzConfidences:  0.45, 90.55,  9.00
T2        	/home/sam/phinet/data/test/preprocess/T2/1283_90db_MR_0004_3DT2SPACET2_SPC_SAG_P2_ISO_reg.nii.gzConfidences:  3.43,  0.97, 95.60
T1        	/home/sam/phinet/data/test/preprocess/T1/1487_2a_MR_T1.nii.gzConfidences:  0.20, 97.57,  2.23
T2        	/home/sam/phinet/data/test/preprocess/T2/1509_03.nii.gzConfidences:  0.76, 21.49, 77.75
T1        	/home/sam/phinet/data/test/preprocess/T1/1107_1a_MR_T1.nii.gzConfidences:  0.44, 97.61,  1.95
T1        	/home/sam/phinet/data/test/preprocess/T1/06-4011_2014-01-25_MR_MPRAGE.nii.gzConfidences:  0.63, 92.10,  7.27
